timestamp_ms,node,cpu_load_avg,cpu_combined,heap_used_mb,heap_committed_mb,heap_max_mb,processors
1778161707926,155.223.25.1:2551,0.0000,0.0062,42.61,608.00,8020.00,16
1778161707926,155.223.25.1:2551,0.0000,0.0062,42.61,608.00,8020.00,16
1778161710943,155.223.25.1:2551,0.0000,0.0074,43.89,608.00,8020.00,16
1778161710943,155.223.25.1:2551,0.0000,0.0074,43.89,608.00,8020.00,16
1778161713963,155.223.25.1:2551,0.0000,0.0093,47.50,608.00,8020.00,16
1778161713963,155.223.25.1:2551,0.0000,0.0093,47.50,608.00,8020.00,16
1778161716982,155.223.25.1:2551,0.0000,0.0090,51.50,608.00,8020.00,16
1778161716982,155.223.25.1:2551,0.0000,0.0090,51.50,608.00,8020.00,16
1778161720001,155.223.25.1:2551,0.0000,0.0092,57.32,608.00,8020.00,16
1778161720001,155.223.25.1:2551,0.0000,0.0092,57.32,608.00,8020.00,16
1778161723021,155.223.25.1:2551,0.0000,0.0080,62.16,608.00,8020.00,16
1778161723021,155.223.25.1:2551,0.0000,0.0080,62.16,608.00,8020.00,16
1778161726041,155.223.25.1:2551,0.0000,0.0067,66.13,608.00,8020.00,16
1778161726041,155.223.25.1:2551,0.0000,0.0067,66.13,608.00,8020.00,16
1778161729061,155.223.25.1:2551,0.0000,0.0059,69.20,608.00,8020.00,16
1778161729061,155.223.25.1:2551,0.0000,0.0059,69.20,608.00,8020.00,16
1778161732080,155.223.25.1:2551,0.0000,0.0050,72.20,608.00,8020.00,16
1778161732080,155.223.25.1:2551,0.0000,0.0050,72.20,608.00,8020.00,16
1778161735101,155.223.25.1:2551,0.0000,0.0048,74.31,608.00,8020.00,16
1778161735101,155.223.25.1:2551,0.0000,0.0048,74.31,608.00,8020.00,16
1778161738121,155.223.25.1:2551,0.0000,0.0291,79.43,608.00,8020.00,16
1778161738121,155.223.25.1:2551,0.0000,0.0291,79.43,608.00,8020.00,16
1778161741141,155.223.25.1:2551,0.0000,0.1419,114.95,608.00,8020.00,16
1778161741141,155.223.25.1:2551,0.0000,0.1419,114.95,608.00,8020.00,16
1778161744161,155.223.25.1:2551,1.2000,0.2702,203.35,812.93,8020.00,16
1778161744161,155.223.25.1:2551,1.2000,0.2702,203.35,812.93,8020.00,16
1778161747181,155.223.25.1:2551,2.1500,0.3234,349.98,1189.54,8020.00,16
1778161747181,155.223.25.1:2551,2.1500,0.3234,349.98,1189.54,8020.00,16
1778161750201,155.223.25.1:2551,2.1500,0.3074,516.53,1628.08,8020.00,16
1778161750201,155.223.25.1:2551,2.1500,0.3074,516.53,1628.08,8020.00,16
1778161753221,155.223.25.1:2551,1.9700,0.2593,715.50,2082.63,8020.00,16
1778161753221,155.223.25.1:2551,1.9700,0.2593,715.50,2082.63,8020.00,16
1778161756241,155.223.25.1:2551,1.9700,0.2397,1033.36,2558.05,8020.00,16
1778161756241,155.223.25.1:2551,1.9700,0.2397,1033.36,2558.05,8020.00,16
1778161759260,155.223.25.1:2551,1.9000,0.2311,1473.25,3023.74,8020.00,16
1778161759260,155.223.25.1:2551,1.9000,0.2311,1473.25,3023.74,8020.00,16
1778161762281,155.223.25.1:2551,1.7400,0.2097,1925.03,3479.51,8020.00,16
1778161762281,155.223.25.1:2551,1.7400,0.2097,1925.03,3479.51,8020.00,16
1778161765300,155.223.25.1:2551,1.7400,0.1727,2161.06,3675.31,8020.00,16
1778161765300,155.223.25.1:2551,1.7400,0.1727,2161.06,3675.31,8020.00,16
1778161768321,155.223.25.1:2551,1.6000,0.1401,2335.66,3813.76,8020.00,16
1778161768321,155.223.25.1:2551,1.6000,0.1401,2335.66,3813.76,8020.00,16
1778161771341,155.223.25.1:2551,1.6000,0.1088,2364.20,3911.65,8020.00,16
1778161771341,155.223.25.1:2551,1.6000,0.1088,2364.20,3911.65,8020.00,16
1778161771403,155.223.25.1:2551,1.6000,0.0940,2424.75,3949.26,8020.00,16
1778161771403,155.223.25.1:2551,1.6000,0.0940,2424.75,3949.26,8020.00,16
1778161772423,155.223.25.1:2551,1.6000,0.0940,2424.75,3949.26,8020.00,16
1778161772423,155.223.25.1:2551,1.6000,0.0940,2424.75,3949.26,8020.00,16
1778161774361,155.223.25.1:2551,1.4700,0.0802,2397.69,3980.88,8020.00,16
1778161774361,155.223.25.1:2551,1.4700,0.0802,2397.69,3980.88,8020.00,16
1778161777380,155.223.25.1:2551,1.3600,0.0677,2375.26,4007.47,8020.00,16
1778161777380,155.223.25.1:2551,1.3600,0.0677,2375.26,4007.47,8020.00,16
1778161780400,155.223.25.1:2551,1.3600,0.0571,2356.39,4029.83,8020.00,16
1778161780401,155.223.25.1:2551,1.3600,0.0571,2356.39,4029.83,8020.00,16
1778229733974,155.223.25.1:2551,0.0000,0.0054,44.83,506.00,8020.00,16
1778229733974,155.223.25.1:2551,0.0000,0.0054,44.83,506.00,8020.00,16
1778229736991,155.223.25.1:2551,0.0000,0.0068,46.42,506.00,8020.00,16
1778229736991,155.223.25.1:2551,0.0000,0.0068,46.42,506.00,8020.00,16
1778229740009,155.223.25.1:2551,0.0000,0.0077,49.03,506.00,8020.00,16
1778229740009,155.223.25.1:2551,0.0000,0.0077,49.03,506.00,8020.00,16
1778229743029,155.223.25.1:2551,0.0000,0.0113,57.59,506.00,8020.00,16
1778229743029,155.223.25.1:2551,0.0000,0.0113,57.59,506.00,8020.00,16
1778229746049,155.223.25.1:2551,0.0000,0.0392,69.28,522.23,8020.00,16
1778229746049,155.223.25.1:2551,0.0000,0.0392,69.28,522.23,8020.00,16
1778229749070,155.223.25.1:2551,1.0400,0.1688,128.94,566.76,8020.00,16
1778229749070,155.223.25.1:2551,1.0400,0.1688,128.94,566.76,8020.00,16
1778229752090,155.223.25.1:2551,1.1200,0.2113,202.90,776.50,8020.00,16
